Country,Year,GghExclLandForestry,GhgInclLandForestry,COExclLandForestry,GhgEmissionCH4,GhgEmissionN2O,GhgEmissionFgas,GhgEmissionEnergy,GhgEmissionIndustrial,GhgEmissionAgri,GhgEmissionWaste,CO2EmissionLUCF,CO2EmissionBunkerFuels,CO2EmissionElectricity,CO2EmissionManufacturing,CO2EmissionTransportation,GghEmissionFuel,GhgEmissionFugitive,Population,GDPUSDMillion2005,GDPUSDMillion2005,Energy,Temperature
Bangladesh,1995,75.37,107.00,20.65,39.42,15.28,0.02,22.83,0.16,38.54,13.86,31.63,0.41,6.70,7.44,2.64,6.05,0.00,119869585,142117.0797,35893.74633,15896.88,0.173
Bangladesh,1996,76.75,108.39,21.23,39.93,15.57,0.02,23.26,0.35,39.00,14.16,31.63,0.42,6.70,7.29,2.91,6.36,0.00,122400896,148685.6856,37552.74379,15990.833,0.137
Bangladesh,1997,79.37,111.00,23.05,40.44,15.86,0.03,24.90,0.54,39.47,14.46,31.63,0.45,7.14,7.53,3.29,6.94,0.00,124945315,156696.2039,39575.91729,16705.043,-0.173
Bangladesh,1998,81.47,113.10,24.34,40.95,16.14,0.04,26.11,0.66,39.94,14.76,31.64,0.55,7.77,7.72,3.36,7.26,0.00,127478524,164887.5471,41644.76079,17404.365,0.504
Bangladesh,1999,82.58,114.22,24.65,41.46,16.43,0.04,26.03,1.08,40.41,15.06,31.64,0.56,8.76,6.90,3.07,7.29,0.00,129966823,172916.3014,43672.54006,17645.158,0.78
Bangladesh,2000,85.82,117.44,27.08,41.97,16.71,0.05,27.74,1.83,40.88,15.36,31.63,0.49,8.98,8.45,3.00,7.31,0.00,132383265,183195.3226,46268.65716,18591.247,0.226
Bangladesh,2001,91.50,123.49,31.78,42.39,17.26,0.07,31.77,2.57,41.55,15.62,31.99,0.73,10.70,9.13,3.75,8.19,0.00,134729503,192857.0698,48708.87267,20222.763,0.316
Bangladesh,2002,93.54,125.52,32.81,42.82,17.81,0.09,32.85,2.59,42.22,15.88,31.98,0.75,11.46,8.86,3.81,8.71,0.00,137006279,201372.5019,50859.56955,20755.718,0.398
Bangladesh,2003,96.66,128.65,34.94,43.24,18.36,0.12,35.02,2.61,42.88,16.14,31.98,0.84,11.54,10.29,3.89,9.30,0.00,139185986,211956.6291,53532.74561,21713.477,0.239
Bangladesh,2004,99.07,131.07,36.35,43.67,18.91,0.14,36.50,2.63,43.55,16.40,32.00,0.86,13.69,9.25,3.91,9.65,0.00,141235035,225247.3756,56889.51798,22554.296,0.269
Bangladesh,2005,103.06,135.04,39.34,44.09,19.46,0.16,39.48,2.70,44.21,16.66,31.98,0.98,14.83,9.72,4.65,10.27,0.00,143135180,238661.9346,60277.56098,23867.599,0.592
Bangladesh,2006,107.28,138.55,42.15,44.78,20.13,0.22,42.30,2.76,45.32,16.89,31.27,0.97,17.26,10.61,4.97,9.46,0.00,144868702,254483.6389,64273.56373,25331.879,0.814
Bangladesh,2007,112.32,143.59,45.77,45.46,20.80,0.28,45.96,2.83,46.42,17.12,31.28,0.86,18.64,11.57,5.62,10.12,0.00,146457067,270841.4465,68404.96719,26626.118,0.266
Bangladesh,2008,117.30,148.58,49.34,46.14,21.47,0.35,49.59,2.84,47.52,17.34,31.28,0.91,20.30,12.28,6.52,10.49,0.00,147969967,287607.7009,72639.52987,27873.15,0.093
Bangladesh,2009,122.09,153.35,52.72,46.83,22.14,0.41,53.02,2.90,48.62,17.57,31.26,0.95,22.48,12.53,7.29,10.72,0.00,149503100,304119.7152,76809.8805,29131.033,0.844
Bangladesh,2010,126.60,157.87,55.81,47.51,22.81,0.47,56.13,2.96,49.72,17.79,31.27,1.00,25.41,11.46,8.07,11.18,0.00,151125475,322577.7743,81471.7332,30755.83,0.768
Bangladesh,2011,128.85,160.12,56.61,48.20,23.49,0.55,56.91,3.04,50.85,18.04,31.27,1.06,25.04,12.09,8.40,11.37,0.00,152862431,344216.6051,86936.9363,31294.046,0.144
Barbados,1990,2.85,2.83,1.07,1.73,0.05,0.00,0.00,0.10,0.08,1.64,-0.02,0.00,0.00,0.00,0.00,0.00,0.05,259336,3377.839172,3168.271299,321.98832,0.356
Barbados,1991,3.01,2.99,1.21,1.75,0.05,0.00,0.00,0.10,0.08,1.67,-0.02,0.00,0.00,0.00,0.00,0.00,0.05,260175,3279.474696,3076.009552,NA,0.422
Barbados,1992,2.81,2.79,0.98,1.78,0.05,0.00,0.00,0.09,0.08,1.70,-0.02,0.00,0.00,0.00,0.00,0.00,0.05,260963,3116.196361,2922.86133,NA,0.333
Barbados,1993,2.97,2.95,1.11,1.81,0.05,0.00,0.00,0.03,0.08,1.72,-0.02,0.00,0.00,0.00,0.00,0.00,0.05,261714,3146.997431,2951.75144,NA,0.394
Barbados,1994,2.63,2.61,0.75,1.83,0.05,0.00,0.00,0.04,0.08,1.75,-0.02,0.00,0.00,0.00,0.00,0.00,0.05,262441,3272.084796,3069.078136,NA,0.388
Barbados,1995,2.74,2.72,0.83,1.86,0.05,0.00,0.00,0.04,0.08,1.78,-0.02,0.00,0.00,0.00,0.00,0.00,0.05,263165,3320.843213,3114.811483,NA,0.463
Barbados,1996,2.77,2.75,0.85,1.87,0.05,0.00,0.00,0.06,0.08,1.78,-0.02,0.00,0.00,0.00,0.00,0.00,0.05,263884,3381.747993,3171.937609,NA,0.315
Barbados,1997,2.83,2.81,0.90,1.88,0.05,0.00,0.00,0.09,0.08,1.79,-0.02,0.00,0.00,0.00,0.00,0.00,0.06,264606,3598.001549,3374.774364,NA,0.288
Barbados,1998,3.08,3.06,1.14,1.89,0.05,0.00,0.00,0.13,0.08,1.80,-0.02,0.00,0.00,0.00,0.00,0.00,0.06,265370,3745.964452,3513.557354,NA,1.079
Barbados,1999,3.16,3.14,1.21,1.90,0.05,0.01,0.00,0.13,0.08,1.81,-0.02,0.00,0.00,0.00,0.00,0.00,0.06,266220,3843.084436,3604.65182,NA,0.466
Barbados,2000,3.15,3.13,1.19,1.91,0.05,0.01,0.00,0.14,0.08,1.82,-0.02,0.00,0.00,0.00,0.00,0.00,0.07,267190,3931.475378,3687.558812,NA,0.303
Barbados,2001,3.19,3.18,1.22,1.91,0.05,0.01,0.00,0.13,0.07,1.82,-0.01,0.00,0.00,0.00,0.00,0.00,0.06,268296,3831.2155080000002,3593.519264,NA,0.506
Barbados,2002,3.20,3.19,1.23,1.91,0.05,0.01,0.00,0.16,0.07,1.83,-0.01,0.00,0.00,0.00,0.00,0.00,0.06,269524,3856.985113,3617.690072,NA,0.546
Barbados,2003,3.25,3.24,1.27,1.92,0.05,0.01,0.00,0.17,0.07,1.84,-0.01,0.00,0.00,0.00,0.00,0.00,0.05,270844,3933.085978,3689.069488,NA,0.888
Barbados,2004,3.28,3.27,1.29,1.92,0.05,0.02,0.00,0.18,0.07,1.85,-0.01,0.00,0.00,0.00,0.00,0.00,0.05,272205,3989.456989,3741.9431290000002,375,0.7
Barbados,2005,3.34,3.33,1.35,1.92,0.05,0.02,0.00,0.19,0.07,1.86,-0.01,0.00,0.00,0.00,0.00,0.00,0.05,273568,4148.906421,3891.5,390,1.13
Barbados,2006,3.37,3.37,1.37,1.93,0.05,0.02,0.00,0.19,0.07,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.05,274923,4385.664668,4113.569293,398,0.844
Barbados,2007,3.44,3.44,1.43,1.94,0.05,0.02,0.00,0.17,0.07,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.05,276277,4458.946982,4182.305027,401,0.679
Barbados,2008,3.65,3.65,1.63,1.95,0.05,0.02,0.00,0.18,0.07,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.05,277634,4474.247685,4196.656444,NA,0.316
Barbados,2009,3.66,3.66,1.62,1.96,0.05,0.03,0.00,0.18,0.07,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.05,279006,4289.028649,4022.928766,NA,0.429
Barbados,2010,3.55,3.55,1.50,1.96,0.05,0.03,0.00,0.18,0.07,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.05,280396,4299.900201,4033.125825,NA,1.147
Barbados,2011,3.50,3.50,1.44,1.97,0.05,0.03,0.00,0.00,0.07,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.09,281804,4332.514857,4063.717003,NA,0.677
Belgium,1990,132.40,132.40,111.40,10.02,10.95,0.04,109.88,7.65,11.72,3.15,0.00,15.73,31.22,30.67,20.00,27.16,0.83,9967379,302330.168,279847.9962,48283.836,NA
Belgium,1991,138.04,138.04,116.89,9.93,11.11,0.12,115.21,7.99,11.74,3.10,0.00,15.94,31.74,32.05,20.50,30.15,0.77,10004486,307872.1046,284977.8179,50581.685,NA
Belgium,1992,137.59,137.59,116.28,9.84,11.27,0.20,114.11,8.66,11.76,3.06,0.00,15.87,30.75,30.17,21.89,30.58,0.72,10045158,312584.5638,289339.8446,51159.455,NA
Belgium,1993,135.03,135.03,113.57,9.75,11.43,0.28,111.59,8.65,11.77,3.01,0.00,15.93,30.60,27.91,22.36,30.05,0.66,10084475,309577.897,286556.7625,49961.423,NA
Belgium,1994,141.29,141.29,119.68,9.66,11.59,0.36,117.26,9.26,11.79,2.97,0.00,15.34,32.81,31.00,22.74,30.10,0.61,10115603,319567.8874,295803.8675,52858.189,NA
Belgium,1995,141.07,141.07,119.31,9.57,11.75,0.44,116.94,9.39,11.81,2.92,0.00,14.92,32.69,29.35,22.60,31.74,0.56,10136811,327188.8057,302858.0716,53766.171,NA
Belgium,1996,146.70,146.70,125.18,9.32,11.65,0.55,122.99,9.31,11.62,2.77,0.00,17.12,32.65,29.42,23.61,36.77,0.54,10156637,331849.3262,307172.0219,56742.986,NA
Belgium,1997,143.77,143.77,122.49,9.08,11.54,0.66,120.23,9.50,11.42,2.62,0.00,19.84,31.19,30.99,23.68,33.85,0.52,10181245,344244.4038,318645.3646,56806.366,NA
Belgium,1998,145.46,145.46,124.43,8.83,11.43,0.77,122.68,9.08,11.23,2.48,0.00,21.66,32.93,31.86,24.08,33.30,0.51,10203008,350884.7516,324791.9164,57745.885,NA
Belgium,1999,141.81,141.81,121.02,8.58,11.32,0.88,119.13,9.32,11.03,2.33,0.00,18.26,29.88,32.93,24.26,31.57,0.49,10226419,363306.052,336289.5319,58177.811,NA
Belgium,2000,142.71,139.19,122.16,8.34,11.21,0.99,120.35,9.35,10.83,2.18,-3.52,21.39,30.76,35.33,24.31,29.48,0.47,10251250,376638.0015,348630.0779,58508.333,1.484
Belgium,2001,143.25,141.84,123.27,8.04,10.86,1.08,121.42,9.22,10.62,2.00,-1.41,19.94,28.64,36.54,25.09,30.68,0.46,10286570,379679.8553,351445.7304,58390.869,1.336
Belgium,2002,135.24,133.83,115.83,7.74,10.50,1.17,114.02,9.00,10.40,1.82,-1.41,25.39,28.82,30.53,25.00,29.22,0.45,10332785,384842.1864,356224.1751,56374.642,1.398
Belgium,2003,142.13,140.71,123.27,7.44,10.15,1.26,121.65,8.65,10.19,1.64,-1.42,26.29,30.40,31.61,25.94,33.26,0.44,10376133,387947.2135,359098.3032,59242.197,1.526
Belgium,2004,138.64,137.22,120.36,7.14,9.79,1.35,118.63,8.60,9.97,1.45,-1.42,28.66,30.43,29.64,26.52,31.61,0.43,10421137,400649.8139,370856.3004,58895.203,1.089
Belgium,2005,134.51,133.08,116.78,6.84,9.44,1.44,114.57,8.90,9.76,1.27,-1.43,28.20,29.22,27.18,25.77,31.98,0.42,10478617,407665.6256,377350.3955,58687.882,1.197
Belgium,2006,131.82,131.13,114.14,6.74,9.44,1.49,111.74,9.11,9.76,1.20,-0.69,29.89,28.93,28.07,25.22,29.10,0.43,10547958,418536.2004,387412.6019,58111.269,1.404
Belgium,2007,128.46,127.76,110.82,6.64,9.45,1.54,107.85,9.72,9.77,1.12,-0.69,32.54,28.78,27.71,25.02,25.91,0.43,10625700,430603.492,398582.5338,57019.017,1.883
Belgium,2008,132.29,131.60,114.70,6.54,9.45,1.59,113.50,7.96,9.78,1.05,-0.69,36.54,28.23,28.05,27.09,29.69,0.44,10709973,434845.6384,402509.2216,58600.011,1.256
Belgium,2009,123.12,122.43,105.58,6.44,9.46,1.64,102.90,9.46,9.79,0.98,-0.69,28.06,26.39,21.97,26.43,27.66,0.45,10796493,422667.4956,391236.6817,57096.448,1.158
Belgium,2010,129.86,129.16,112.36,6.35,9.46,1.70,110.16,9.03,9.79,0.90,-0.70,28.85,28.33,24.58,26.42,30.37,0.45,10895586,432486.7714,400325.7669,60892.094,0.233
Belgium,2011,130.62,129.93,112.92,6.34,9.54,1.82,110.74,9.15,9.84,0.90,-0.70,25.95,24.23,33.40,26.36,26.29,0.45,11047744,440137.892,407407.9273,59094.102,1.289
Belize,1990,5.43,10.46,0.31,5.03,0.08,0.00,0.00,0.00,0.18,4.92,5.03,0.00,0.00,0.00,0.00,0.00,0.00,187552,957.8564194,482.17948,106.218,0.339
Belize,1991,5.61,10.64,0.36,5.16,0.08,0.00,0.00,0.00,0.18,5.06,5.03,0.00,0.00,0.00,0.00,0.00,0.00,191368,1058.40304,532.7940777,NA,0.542
Belize,1992,5.73,10.77,0.36,5.30,0.08,0.00,0.00,0.00,0.17,5.20,5.03,0.00,0.00,0.00,0.00,0.00,0.00,194894,1185.789862,596.9198801,NA,0.311
Belize,1993,5.89,10.92,0.38,5.43,0.08,0.00,0.00,0.00,0.17,5.33,5.03,0.00,0.00,0.00,0.00,0.00,0.00,198420,1260.216741,634.3859482,NA,0.447
Belize,1994,6.01,11.05,0.37,5.56,0.08,0.00,0.00,0.00,0.16,5.47,5.03,0.00,0.00,0.00,0.00,0.00,0.00,202348,1262.2071,635.3878835,NA,0.756
Belize,1995,6.15,11.18,0.38,5.69,0.08,0.00,0.00,0.00,0.16,5.60,5.03,0.00,0.00,0.00,0.00,0.00,0.00,206962,1270.335304,639.4795755,NA,0.759
Belize,1996,6.25,11.28,0.31,5.85,0.08,0.00,0.00,0.00,0.16,5.76,5.04,0.00,0.00,0.00,0.00,0.00,0.00,212375,1288.484872,648.6159651,NA,0.21
Belize,1997,6.49,11.51,0.39,6.01,0.09,0.00,0.00,0.00,0.17,5.92,5.02,0.00,0.00,0.00,0.00,0.00,0.00,218484,1334.164029,671.6105931,NA,0.866
Belize,1998,6.64,11.68,0.37,6.17,0.09,0.01,0.00,0.01,0.17,6.08,5.04,0.00,0.00,0.00,0.00,0.00,0.00,225083,1384.074507,696.735244,NA,0.904
Belize,1999,7.04,12.07,0.60,6.34,0.09,0.01,0.00,0.01,0.18,6.24,5.03,0.00,0.00,0.00,0.00,0.00,0.00,231860,1505.601343,757.911163,NA,0.422
Belize,2000,7.29,12.32,0.69,6.50,0.10,0.01,0.00,0.01,0.18,6.40,5.03,0.00,0.00,0.00,0.00,0.00,0.00,238586,1701.9132,856.7334366,NA,0.175
Belize,2001,7.49,12.50,0.71,6.67,0.10,0.01,0.00,0.01,0.18,6.57,5.00,0.00,0.00,0.00,0.00,0.00,0.00,245198,1787.275438,899.7043019,NA,0.445
Belize,2002,7.32,12.31,0.36,6.84,0.10,0.02,0.00,0.02,0.18,6.74,4.99,0.00,0.00,0.00,0.00,0.00,0.00,251766,1878.758191,945.7562004,NA,0.733
Belize,2003,7.51,12.61,0.37,7.01,0.10,0.02,0.00,0.02,0.18,6.91,5.10,0.00,0.00,0.00,0.00,0.00,0.00,258346,2054.032139,1033.98811,NA,0.948
Belize,2004,7.69,12.69,0.38,7.18,0.10,0.02,0.00,0.02,0.18,7.08,5.00,0.00,0.00,0.00,0.00,0.00,0.00,265040,2149.505418,1082.048816,155,0.701
Belize,2005,7.88,12.98,0.40,7.36,0.10,0.03,0.00,0.03,0.18,7.26,5.10,0.00,0.00,0.00,0.00,0.00,0.00,271920,2213.374203,1114.2,161,0.849
Belize,2006,8.10,13.13,0.41,7.56,0.10,0.03,0.00,0.03,0.19,7.43,5.03,0.00,0.00,0.00,0.00,0.00,0.02,278985,2317.346132,1166.538878,172,0.655
Belize,2007,8.33,13.43,0.42,7.76,0.11,0.04,0.00,0.04,0.20,7.60,5.10,0.00,0.00,0.00,0.00,0.00,0.04,286196,2345.394359,1180.658196,178,0.85
Belize,2008,8.52,13.60,0.41,7.96,0.11,0.04,0.00,0.04,0.21,7.77,5.08,0.00,0.00,0.00,0.00,0.00,0.07,293544,2435.665675,1226.100264,NA,0.579
Belize,2009,8.73,13.75,0.41,8.16,0.11,0.05,0.00,0.05,0.22,7.94,5.02,0.00,0.00,0.00,0.00,0.00,0.09,301016,2442.902492,1229.743237,NA,0.922
Belize,2010,8.95,13.94,0.42,8.36,0.12,0.05,0.00,0.05,0.23,8.11,4.99,0.00,0.00,0.00,0.00,0.00,0.11,308595,2537.704828,1277.466194,NA,0.843
Belize,2011,9.24,14.23,0.54,8.53,0.12,0.05,0.00,0.00,0.23,8.28,4.99,0.00,0.00,0.00,0.00,0.00,0.11,316280,2597.143992,1307.387531,NA,0.724
Benin,1990,9.80,24.58,0.40,4.90,4.50,0.00,1.19,0.15,8.23,0.23,14.78,0.05,0.03,0.03,0.16,0.81,0.15,5001271,6801.50347,2290.282068,1661.315,0.58
Benin,1991,9.69,24.46,0.36,4.83,4.49,0.00,1.13,0.16,8.16,0.24,14.78,0.05,0.03,0.02,0.13,0.80,0.15,5182525,7088.921365,2387.064795,1686.666,0.302
Benin,1992,9.64,24.42,0.39,4.76,4.49,0.00,1.12,0.18,8.08,0.25,14.78,0.04,0.03,0.02,0.12,0.81,0.14,5378226,7298.591159,2457.667268,1728.29,-0.027
Benin,1993,9.63,24.41,0.46,4.69,4.48,0.00,1.11,0.25,8.01,0.26,14.78,0.06,0.03,0.03,0.12,0.80,0.13,5582420,7724.5495,2601.10096,1768.917,0.531
Benin,1994,9.54,24.31,0.44,4.62,4.47,0.00,1.10,0.23,7.93,0.27,14.78,0.06,0.03,0.02,0.12,0.81,0.12,5786794,7880.616332,2653.653615,1807.371,0.439
Benin,1995,9.53,24.30,0.51,4.55,4.47,0.00,1.10,0.29,7.86,0.28,14.78,0.07,0.03,0.03,0.12,0.80,0.12,5985658,8357.015244,2814.072248,1847.03,0.406
Benin,1996,10.28,25.06,1.08,4.38,4.82,0.00,1.76,0.18,8.08,0.25,14.78,0.07,0.03,0.15,0.49,0.99,0.10,6176318,8718.39632,2935.760725,2150.787,0.736
Benin,1997,10.64,25.42,1.25,4.22,5.17,0.00,2.02,0.10,8.30,0.22,14.78,0.05,0.05,0.18,0.67,1.03,0.08,6361301,9218.369179,3104.117453,2231.479,0.557
Benin,1998,10.88,25.65,1.30,4.05,5.52,0.01,2.06,0.10,8.53,0.19,14.78,0.09,0.05,0.14,0.74,1.07,0.06,6546493,9583.509902,3227.071923,2201.195,1.042
Benin,1999,11.20,25.97,1.43,3.89,5.87,0.01,2.18,0.11,8.75,0.16,14.78,0.09,0.05,0.16,0.84,1.09,0.05,6740491,10095.40823,3399.444336,2296.194,0.621
Benin,2000,11.49,26.26,1.53,3.72,6.23,0.01,2.26,0.13,8.97,0.12,14.78,0.07,0.05,0.15,0.91,1.12,0.03,6949366,10586.21342,3564.714018,1982.67,0.449
Benin,2001,12.05,22.58,1.84,3.68,6.52,0.01,2.61,0.14,9.17,0.13,10.53,0.06,0.06,0.15,0.98,1.40,0.02,7174911,11247.6835,3787.451985,2108.546,0.517
Benin,2002,12.58,23.11,2.12,3.64,6.81,0.01,2.94,0.14,9.37,0.13,10.53,0.06,0.07,0.15,1.16,1.54,0.02,7414744,11744.95644,3954.899568,2261.862,0.721
Benin,2003,13.08,23.62,2.37,3.59,7.10,0.02,3.23,0.14,9.57,0.14,10.53,0.11,0.06,0.14,1.35,1.67,0.01,7665681,12200.95536,4108.448873,2385.508,0.936
Benin,2004,13.50,24.03,2.53,3.55,7.39,0.02,3.45,0.14,9.77,0.14,10.53,0.08,0.06,0.15,1.39,1.84,0.01,7922796,12581.60773,4236.626607,2490.505,0.706
Benin,2005,13.99,24.52,2.77,3.51,7.68,0.02,3.73,0.15,9.97,0.15,10.53,0.03,0.08,0.14,1.53,1.98,0.00,8182362,12942.10059,4358.015993,2499.285,1.105
Benin,2006,15.36,25.89,3.95,3.56,7.82,0.02,4.31,0.77,10.13,0.15,10.54,0.07,0.11,0.13,1.94,2.12,0.00,8443671,13427.70819,4521.535485,2949.032,1.035
Benin,2007,16.11,26.65,4.52,3.61,7.95,0.03,4.87,0.80,10.29,0.16,10.54,0.08,0.15,0.13,2.41,2.18,0.00,8707490,14048.92721,4730.719643,3206.292,0.806
Benin,2008,16.33,26.87,4.55,3.66,8.09,0.03,4.94,0.78,10.45,0.16,10.54,0.13,0.16,0.12,2.42,2.24,0.00,8973293,14753.96282,4968.127509,3277.517,0.632
Benin,2009,16.87,27.41,4.90,3.71,8.22,0.03,5.32,0.78,10.60,0.17,10.54,0.27,0.09,0.15,2.78,2.29,0.00,9240783,15147.37952,5100.603394,3438.767,0.95
Benin,2010,17.41,27.94,5.25,3.77,8.36,0.04,5.69,0.78,10.76,0.17,10.54,0.47,0.11,0.14,3.13,2.31,0.00,9509798,15534.06452,5230.812508,3653.36,1.23
Benin,2011,16.98,27.52,4.68,3.81,8.45,0.04,5.88,0.00,10.88,0.18,10.54,0.49,0.11,0.15,3.27,2.34,0.00,9779795,16082.52547,5415.4967130000005,3760.928,0.949
Bhutan,1990,1.50,-4.66,0.13,0.51,0.86,0.00,0.00,0.00,1.32,0.05,-6.15,0.00,0.00,0.00,0.00,0.00,0.00,535738,1252.3578,344.5303309,55.974948,-0.087
Bhutan,1991,1.51,-4.65,0.19,0.52,0.81,0.00,0.00,0.06,1.28,0.05,-6.16,0.00,0.00,0.00,0.00,0.00,0.00,534905,1247.249733,343.1250742,NA,0.081
Bhutan,1992,1.51,-4.67,0.22,0.52,0.77,0.00,0.00,0.06,1.24,0.04,-6.18,0.00,0.00,0.00,0.00,0.00,0.00,528304,1304.634343,358.9118874,NA,-0.229
Bhutan,1993,1.43,-4.76,0.19,0.52,0.72,0.00,0.00,0.06,1.20,0.04,-6.19,0.00,0.00,0.00,0.00,0.00,0.00,519056,1330.549168,366.0411944,NA,-0.248
Bhutan,1994,1.42,-4.79,0.21,0.53,0.68,0.00,0.00,0.06,1.16,0.04,-6.21,0.00,0.00,0.00,0.00,0.00,0.00,511588,1396.431352,384.1657357,NA,0.315
Bhutan,1995,1.41,-4.81,0.25,0.53,0.63,0.00,0.00,0.07,1.12,0.04,-6.23,0.00,0.00,0.00,0.00,0.00,0.00,509105,1495.216545,411.3420708,NA,0.518
Bhutan,1996,1.50,-4.75,0.30,0.58,0.62,0.00,0.00,0.08,1.15,0.04,-6.24,0.00,0.00,0.00,0.00,0.00,0.00,512594,1578.427928,434.2339674,NA,0.307
Bhutan,1997,1.62,-4.64,0.39,0.62,0.60,0.00,0.00,0.08,1.18,0.04,-6.26,0.00,0.00,0.00,0.00,0.00,0.00,521146,1663.250098,457.5690001,NA,-0.3
Bhutan,1998,1.64,-4.63,0.38,0.67,0.59,0.00,0.00,0.07,1.21,0.04,-6.27,0.00,0.00,0.00,0.00,0.00,0.00,533737,1761.615221,484.6297718,NA,0.825
Bhutan,1999,1.68,-4.62,0.39,0.71,0.58,0.00,0.00,0.07,1.24,0.04,-6.29,0.00,0.00,0.00,0.00,0.00,0.00,548599,1902.262093,523.3224787,NA,1.022
Bhutan,2000,1.72,-4.59,0.40,0.75,0.56,0.00,0.00,0.07,1.26,0.05,-6.31,0.00,0.00,0.00,0.00,0.00,0.00,564350,2034.146381,559.6045518,NA,0.214
Bhutan,2001,1.63,-6.38,0.39,0.73,0.51,0.00,0.00,0.08,1.19,0.05,-8.01,0.00,0.00,0.00,0.00,0.00,0.00,580888,2201.02315,605.5132439,NA,0.72
Bhutan,2002,1.58,-6.46,0.42,0.70,0.46,0.00,0.00,0.08,1.11,0.05,-8.04,0.00,0.00,0.00,0.00,0.00,0.00,598455,2437.145411,670.4717411,NA,0.492
Bhutan,2003,1.47,-6.60,0.38,0.67,0.41,0.00,0.00,0.08,1.03,0.05,-8.07,0.00,0.00,0.00,0.00,0.00,0.00,616383,2623.936374,721.8589344,NA,0.498
Bhutan,2004,1.32,-6.77,0.31,0.65,0.36,0.00,0.00,0.09,0.95,0.05,-8.09,0.00,0.00,0.00,0.00,0.00,0.00,633893,2778.65437,764.4226827,180,0.476
Bhutan,2005,1.33,-6.79,0.40,0.62,0.32,0.00,0.00,0.09,0.88,0.05,-8.12,0.00,0.00,0.00,0.00,0.00,0.00,650417,2976.56569,818.8691458,204,0.745
Bhutan,2006,1.33,-7.41,0.39,0.61,0.32,0.00,0.00,0.09,0.87,0.05,-8.74,0.00,0.00,0.00,0.00,0.00,0.00,665568,3180.441563,874.9564891,211,0.955
Bhutan,2007,1.33,-7.44,0.39,0.61,0.32,0.00,0.00,0.09,0.87,0.05,-8.77,0.00,0.00,0.00,0.00,0.00,0.00,679365,3750.561953,1031.799658,244,0.978
Bhutan,2008,1.35,-7.45,0.42,0.61,0.33,0.00,0.00,0.09,0.87,0.05,-8.80,0.00,0.00,0.00,0.00,0.00,0.00,692159,3925.689357,1079.978144,NA,0.555
Bhutan,2009,1.32,-7.51,0.39,0.60,0.33,0.00,0.00,0.09,0.87,0.05,-8.83,0.00,0.00,0.00,0.00,0.00,0.00,704542,4189.809174,1152.638919,NA,1.394
Bhutan,2010,1.41,-7.45,0.48,0.60,0.33,0.00,0.00,0.09,0.87,0.05,-8.86,0.00,0.00,0.00,0.00,0.00,0.00,716939,4679.075296,1287.238647,NA,1.202
Bhutan,2011,1.29,-7.58,0.34,0.61,0.34,0.00,0.00,0.00,0.89,0.05,-8.86,0.00,0.00,0.00,0.00,0.00,0.00,729429,5077.230825,1396.773363,NA,0.534
Bolivia,1990,44.10,121.49,5.63,19.70,18.78,0.00,6.53,0.28,37.11,0.18,77.38,0.00,1.54,0.78,2.20,1.06,0.95,6794046,25409.68966,5665.316266,2610.591,0.183
Bolivia,1991,43.70,121.09,5.66,19.59,18.44,0.00,6.73,0.30,36.41,0.28,77.38,0.00,1.47,0.73,2.32,1.09,1.12,6956736,26747.89657,5963.681397,2691.175,0.603
Bolivia,1992,44.38,121.76,6.78,19.48,18.11,0.00,8.00,0.30,35.70,0.38,77.38,0.00,1.68,0.74,2.29,1.14,2.15,7123294,27188.3007,6061.873414,2850.459,0.031
Bolivia,1993,44.87,122.24,7.70,19.38,17.78,0.00,9.07,0.33,34.99,0.48,77.37,0.00,1.59,0.73,2.65,1.09,3.01,7292745,28349.04956,6320.672693,2998.922,0.404
Bolivia,1994,45.63,123.00,8.91,19.27,17.45,0.00,10.39,0.39,34.29,0.58,77.37,0.00,1.83,0.81,2.75,1.14,3.86,7463773,29672.17518,6615.675317,3307.087,0.883
Bolivia,1995,44.52,121.89,8.23,19.16,17.12,0.00,9.81,0.45,33.58,0.68,77.37,0.00,2.17,0.89,3.06,1.20,2.49,7635362,31060.3217,6925.174928,3718.093,0.77
Bolivia,1996,43.98,121.35,8.05,18.97,16.96,0.01,9.39,0.47,33.32,0.79,77.37,0.00,1.94,0.76,3.17,1.24,2.28,7806953,32414.96803,7227.205373,4124.54,0.29
Bolivia,1997,43.73,121.09,8.14,18.79,16.79,0.01,9.24,0.52,33.06,0.90,77.36,0.00,1.95,0.85,3.00,1.34,2.10,7978521,34020.87322,7585.256216,4521.263,0.825
Bolivia,1998,43.91,121.27,8.67,18.60,16.63,0.01,9.50,0.59,32.80,1.02,77.36,0.00,2.22,0.93,3.10,1.34,1.91,8150214,35731.90359,7966.745651,4715.349,0.926
Bolivia,1999,42.93,120.29,8.04,18.41,16.47,0.01,8.64,0.61,32.54,1.13,77.36,0.00,1.75,0.96,3.10,1.32,1.51,8322408,35884.43786,8000.754522,4477.008,0.337
